id,Author list,title,Year,m_control,n_control,sd_control,se_control,m_treatment,n_treatment,sd_treatment,se_treatment,m_Measure,m_Location,Species,Treatment_Type,Treatment_Overall,Treatment_Name,Sex,Dose (compared to AL),Treatment_length,Age_on_treatment,Strain,Other Variables,notes
224,Horakova,The effect of low protein-high dextrin diet and subsequent food restriction upon life prolongation in Fischer 344 male rats,1988,715,60,,,1092,60,,,median,table 3,rats,Percent Reduction,Dietary restriction,No.2,male,60%,life,6 weeks,Fischer 344 rats,None,Only comparing to No.2. The others have different diet to Control
225,"Huang, T. Q. and Zou, M. X. and Pasek, D. A. and Meissner, G.",mTOR signaling in mice with dysfunctional cardiac ryanodine receptor ion channel,2015,13.5,12,,,13.9,10,,,mean,p47,mice,Rapamycin,Rapamycin,Rapamycin,mixed,0.5 μg/g body weight,NA,3-10day,Ryr2ADA/ADA mice,None,cant use error as not sure if SD or SE
226,"Hurez, V. and Dao, V. and Liu, A. and Pandeswara, S. and Gelfond, J. and Sun, L. and Bergman, M. and Orihuela, C. J. and Galvan, V. and Padron, A. and Drerup, J. and Liu, Y. and Hasty, P. and Sharp, Z. D. and Curiel, T. J.","Chronic mTOR inhibition in mice with rapamycin alters T, B, myeloid, and innate lymphoid cells and gut flora and prolongs life of immune-deficient mice",2015,310,9,,,685,10,,,median,figure 5,mice,Rapamycin,Rapamycin,RAPA,mixed,NA,life,3 months,RAG2 KO,Cancerprone mice,
227,"Hurez, V. and Dao, V. and Liu, A. and Pandeswara, S. and Gelfond, J. and Sun, L. and Bergman, M. and Orihuela, C. J. and Galvan, V. and Padron, A. and Drerup, J. and Liu, Y. and Hasty, P. and Sharp, Z. D. and Curiel, T. J.","Chronic mTOR inhibition in mice with rapamycin alters T, B, myeloid, and innate lymphoid cells and gut flora and prolongs life of immune-deficient mice",2015,398,8,,,532,10,,,median,figure 5,mice,Rapamycin,Rapamycin,RAPA,mixed,NA,life,5 months,IFN-c KO,Cancerprone mice,
228,"Hursting, Stephen D; Perkins, Susan N; Brown, Charles C; Haines, Diana C; Phane, James M",Calorie Restriction Induces a p53-independent Delay of Spontaneous Carcinogenesis,1997,104,30,,,169,28,,,mean,"means below results, ss in table 1",mice,Percent Reduction,Dietary restriction,p53 -/- CR,male,60%,life,6-9 weeks,p53-/-,mTORC1-KO,
229,"Hursting, Stephen D; Perkins, Susan N; Brown, Charles C; Haines, Diana C; Phane, James M",Calorie Restriction Induces a p53-independent Delay of Spontaneous Carcinogenesis,1997,407,30,,,648,30,,,mean,"means below results, ss in table 1",mice,Percent Reduction,Dietary restriction,p53 +/+ CR,male,60%,life,6-9 weeks,p53+/+ (94% C57BL16 and 6% l29/S),mTORC1-KO,
230,"Hursting, Stephen D; Perkins, Susan N; Brown, Charles C; Haines, Diana C; Phane, James M",Calorie Restriction Induces a p53-independent Delay of Spontaneous Carcinogenesis,1997,16,30,,,27,28,,,median,figure 2 ,mice,Percent Reduction,Dietary restriction,[53 -/- CR,male,60%,life,6-9 weeks,p53-/-,mTORC1-KO,
231,"Hursting, Stephen D; Perkins, Susan N; Brown, Charles C; Haines, Diana C; Phane, James M",Calorie Restriction Induces a p53-independent Delay of Spontaneous Carcinogenesis,1997,70,30,,,99,30,,,median,figure 2 ,mice,Percent Reduction,Dietary restriction,p53 +/+ CR,male,60%,life,6-9 weeks,p53+/+ (94% C57BL16 and 6% l29/S),mTORC1-KO,
232,"Ikeno, Y. and Hubbard, G. B. and Lee, S. and Richardson, A. and Strong, R. and Diaz, V. and Nelson, J. F.",Housing density does not influence the longevity effect of calorie restriction,2005,925,28,,,1080,28,,,median,table 2,mice,Percent Reduction,Dietary restriction,CRS,male,60%,life,6 weeks,C57BL/6J mice,Single,housed singly
233,"Ikeno, Y. and Hubbard, G. B. and Lee, S. and Richardson, A. and Strong, R. and Diaz, V. and Nelson, J. F.",Housing density does not influence the longevity effect of calorie restriction,2005,935,30,,,1133,32,,,median,table 2,mice,Percent Reduction,Dietary restriction,CRM,male,60%,life,6 weeks,C57BL/6J mice,4 per cage,housed 4 per cage
234,"Inness, C. L. and Metcalfe, N. B.","The impact of dietary restriction, intermittent feeding and compensatory growth on reproductive investment and lifespan in a short-lived fish",2008,740,32,,,746,40,,,median,results lifespan section,stickleback,Percent Reduction,Dietary restriction,DR,mixed,20%,NA,NA,no strain,None,
235,"Inness, C. L. and Metcalfe, N. B.","The impact of dietary restriction, intermittent feeding and compensatory growth on reproductive investment and lifespan in a short-lived fish",2008,740,32,,,582,44,,,median,results lifespan section,stickleback,Fasted,Dietary restriction,IF,mixed,20%,NA,NA,no strain,None,
236,"Jolly, Christopher A.; Muthukumar, Alagarraju; Avula, C. P. Reddy; Fernandes, Gabriel; Troyer, Dean",Life Span Is Prolonged in Food-Restricted Autoimmune-Prone (NZB × NZW)F(1) Mice Fed a Diet Enriched with (n-3) Fatty Acids,2001,242,30,,,491,30,,,median, fig1,mice,Percent Reduction,Dietary restriction,CO/FR,female,60%,life,6 weeks,B/W mice,Added Oils,
237,"Jolly, Christopher A.; Muthukumar, Alagarraju; Avula, C. P. Reddy; Fernandes, Gabriel; Troyer, Dean",Life Span Is Prolonged in Food-Restricted Autoimmune-Prone (NZB × NZW)F(1) Mice Fed a Diet Enriched with (n-3) Fatty Acids,2001,345,30,,,645,30,,,median, fig1,mice,Percent Reduction,Dietary restriction,FO/FR,female,60%,life,6 weeks,B/W mice,Added Oils,
238,"Kawai, M. and Kinoshita, S. and Ozono, K. and Michigami, T.",Inorganic Phosphate Activates the AKT/mTORC1 Pathway and Shortens the Life Span of an alphaâ€‘Klotho-Deficient Model,2016,79.47019,15,,,130.1324,19,,,median,fig4,mice,Rapamycin,Rapamycin,Kl-/-Rapa,mixed,1.5 microgram/g,life,2 weeks,Kl-/-,hyperphosphatemic a‑Klotho–deficient ,
239,"Kealy, R. D. and Lawler, D. F. and Ballam, J. M. and Mantz, S. L. and Biery, D. N. and Greeley, E. H. and Lust, G. and Segre, M. and Smith, G. K. and Stowe, H. D.",Effects of diet restriction on life span and age-related changes in dogs,2002,11.2,24,,,13,24,,,median,p1316,dogs,Percent Reduction,Dietary restriction,Restircted feeding,mixed,75%,life,8 weeks,Labrador Retrievers,None,
240,"Kendrick, D. C.",The effects of infantile stimulation and intermittent fasting and feeding on life span in the black-hooded rat,1973,770.39,36,,,904.72,36,,,mean,P227 + table 2 sample,rats,Fasted,Dietary restriction,Fasted,mixed,NA,life,NA,black-hooded rats (FVG/h),handled during infant stage,
241,Khapre,BMAL1-dependent regulation of the mTOR signaling pathway delays aging,2014,7.8,73,,,11.5,31,,,median,p53,mice,Rapamycin,Rapamycin,Rapatar,mixed,125mg/L in drinking water,life,16 weeks,Bmal1-/- mice,Core clock protein deficient ,
242,kibler,Temperature and longevity in male rats,1966,601.0989,40,,,759.3407,20,,,median,fig1,rats,Percent Reduction,Dietary restriction,Group C,male,NA,life,21 days,Albino rats of the Holtzman strain,None,
243,"Kohno, A. and Yonezu, T. and Matsushita, M. and Irino, M. and Higuchi, K. and Higuchi, K. and Takeshita, S. and Hosokawa, M. and Takeda, T.",Chronic food restriction modulates the advance of senescence in the senescence accelerated mouse (SAM),1985,332.8,19,73.22950225,16.8,342.8,19,106.7930241,24.5,mean,table 4,mice,Percent Reduction,Dietary restriction,Sam-P/1 80%,mixed,80%,life,4 weeks,SAM-P1,Seenscence Prone,
244,"Kohno, A. and Yonezu, T. and Matsushita, M. and Irino, M. and Higuchi, K. and Higuchi, K. and Takeshita, S. and Hosokawa, M. and Takeda, T.",Chronic food restriction modulates the advance of senescence in the senescence accelerated mouse (SAM),1985,332.8,19,73.22950225,16.8,414.8,13,183.5225599,50.9,mean,table 4,mice,Percent Reduction,Dietary restriction,Sam-P/1 60%,mixed,60%,life,4 weeks,SAM-P1,Seenscence Prone,
245,"Kohno, A. and Yonezu, T. and Matsushita, M. and Irino, M. and Higuchi, K. and Higuchi, K. and Takeshita, S. and Hosokawa, M. and Takeda, T.",Chronic food restriction modulates the advance of senescence in the senescence accelerated mouse (SAM),1985,444.4,20,145.3444185,32.5,473.9,18,138.7343505,32.7,mean,table 4,mice,Percent Reduction,Dietary restriction,Sam-R1 80%,mixed,80%,life,4 weeks,SAM-R1,Senescence-Resistant,
246,"Kohno, A. and Yonezu, T. and Matsushita, M. and Irino, M. and Higuchi, K. and Higuchi, K. and Takeshita, S. and Hosokawa, M. and Takeda, T.",Chronic food restriction modulates the advance of senescence in the senescence accelerated mouse (SAM),1985,444.4,20,145.3444185,32.5,413.9,17,150.4933553,36.5,mean,table 4,mice,Percent Reduction,Dietary restriction,Sam-R1 60%,mixed,60%,life,4 weeks,SAM-R1,Senescence-Resistant,
247,"Koizumi, A. and Tsukada, M. and Wada, Y. and Masuda, H. and Weindruch, R.",Mitotic activity in mice is suppressed by energy restriction-induced torpor,1992,1.89,38,,,2.8,32,,,median,table 1,mice,Percent Reduction,Dietary restriction,ER,male,50%,life,4 weeks,B6,None,omitted females as 50% is greater than value 
248,"Komarova, E. A. and Antoch, M. P. and Novototskaya, L. R. and Chernova, O. B. and Paszkiewicz, G. and Leontieva, O. V. and Blagosklonny, M. V. and Gudkov, A. V.",Rapamycin extends lifespan and delays tumorigenesis in heterozygous p53+/- mice,2012,373,38,,,410,37,,,mean,results section,mice,Rapamycin,Rapamycin,Rapamycin,male,1.5 mg/kg,NA,NA,p53+/- mice,mTORC1-KO,Can't useo ther graph as no sample sizes. 
249,"Koopman, J. J. and van Heemst, D. and van Bodegom, D. and Bonkowski, M. S. and Sun, L. Y. and Bartke, A.",Measuring aging rates of mice subjected to caloric restriction and genetic disruption of growth hormone signaling,2016,634,108,,,794,105,,,median,table 1,mice,Percent Reduction,Dietary restriction,Population B - CR ,mixed,60%,life,84 days,WT,Disruption of Growth Hormone,Population B
250,"Koopman, J. J. and van Heemst, D. and van Bodegom, D. and Bonkowski, M. S. and Sun, L. Y. and Bartke, A.",Measuring aging rates of mice subjected to caloric restriction and genetic disruption of growth hormone signaling,2016,903,41,,,1127,43,,,median,table 1,mice,Percent Reduction,Dietary restriction,Population A - CR ,mixed,60%,life,56 days,WT,Disruption of Growth Hormone,Population A
251,"Koopman, J. J. and van Heemst, D. and van Bodegom, D. and Bonkowski, M. S. and Sun, L. Y. and Bartke, A.",Measuring aging rates of mice subjected to caloric restriction and genetic disruption of growth hormone signaling,2016,931,97,,,1056,102,,,median,table 1,mice,Percent Reduction,Dietary restriction,Population B - CR  - GH,mixed,60%,life,84 days,Ghrh KO,Disruption of Growth Hormone,Population B
252,"Koopman, J. J. and van Heemst, D. and van Bodegom, D. and Bonkowski, M. S. and Sun, L. Y. and Bartke, A.",Measuring aging rates of mice subjected to caloric restriction and genetic disruption of growth hormone signaling,2016,1181,38,,,1188,39,,,median,table 1,mice,Percent Reduction,Dietary restriction,Population A - CR  - GH,mixed,60%,life,56 days,Ghrh KO,Disruption of Growth Hormone,Population A
253,"Lawler, D. F. and Evans, R. H. and Larson, B. T. and Spitznagel, E. L. and Ellersieck, M. R. and Kealy, R. D.","Influence of lifetime food restriction on causes, time, and predictors of death in dogs",2005,11.14,9,1.36,0.453333333,12.92,9,1.11,0.37,mean,Table2,dogs,Percent Reduction,Dietary restriction,restricted-fed,male,75%,life,6 weeks,Labrador Retrievers,None,
254,"Lawler, D. F. and Evans, R. H. and Larson, B. T. and Spitznagel, E. L. and Ellersieck, M. R. and Kealy, R. D.","Influence of lifetime food restriction on causes, time, and predictors of death in dogs",2005,10.55,15,2.62,0.676481091,11.48,15,3.03,0.782342636,mean,Table2,dogs,Percent Reduction,Dietary restriction,restricted-fed,female,75%,life,6 weeks,Labrador Retrievers,None,
255,"Lawler, D. F. and Evans, R. H. and Larson, B. T. and Spitznagel, E. L. and Ellersieck, M. R. and Kealy, R. D.","Influence of lifetime food restriction on causes, time, and predictors of death in dogs",2005,11.2,24,,,13,24,,,median,below results,dogs,Percent Reduction,Dietary restriction,restricted-fed,mixed,75%,life,6 weeks,Labrador Retrievers,None,
256,"Lee, C. K. and Pugh, T. D. and Klopp, R. G. and Edwards, J. and Allison, D. B. and Weindruch, R. and Prolla, T. A.","The impact of alpha-lipoic acid, coenzyme Q10 and caloric restriction on life span and gene expression patterns in mice",2004,33.07393,60,,,38.21011,60,,,median,fig1,mice,Percent Reduction,Dietary restriction,CR,male,59%,life,14 months,C57BL/6  C3H (B6C3F1),None,
257,Leveille,"The long-term effects of meal-eating on lipogenesis, enzyme activity, and longevity in the rat.",1972,587,60,,,688,60,,,mean,abstract,rats,Fasted,Dietary restriction,Meal-fed,male,2 hours a day,life,68 days,Sprague-Dawley strain,None,"cant use error as not sure if SD or SE, non survivla curve"
258,Leveille,"The long-term effects of meal-eating on lipogenesis, enzyme activity, and longevity in the rat.",1972,16.6,60,,,20.8,60,,,median,Fig 2,rats,Fasted,Dietary restriction,Meal-fed,male,2 hours a day,life,68 days,Sprague-Dawley strain,None,cumulative mortality
259,"Li, A. and Fan, S. and Xu, Y. and Meng, J. and Shen, X. and Mao, J. and Zhang, L. and Zhang, X. and Moeckel, G. and Wu, D. and Wu, G. and Liang, C.",Rapamycin treatment dose-dependently improves the cystic kidney in a new ADPKD mouse model via the mTORC1 and cell-cycle-associated CDK1/cyclin axis,2017,4.5,12,,,6.5,12,,,median,fig3a,mice,Rapamycin,Rapamycin,Rapamycin,mixed,50 mg/kg/day,day 10 to 60,day 10,Vil-Cre;Pkd2f3/f3 mice,Different timings,protocol 1
260,"Li, A. and Fan, S. and Xu, Y. and Meng, J. and Shen, X. and Mao, J. and Zhang, L. and Zhang, X. and Moeckel, G. and Wu, D. and Wu, G. and Liang, C.",Rapamycin treatment dose-dependently improves the cystic kidney in a new ADPKD mouse model via the mTORC1 and cell-cycle-associated CDK1/cyclin axis,2017,4.5,12,,,8,12,,,median,fig4b,mice,Rapamycin,Rapamycin,Rapamycin,mixed,50 mg/kg/day,day 10 to 110,day 10,Vil-Cre;Pkd2f3/f3 mice,Different timings,protocol 2
261,"Li, A. and Fan, S. and Xu, Y. and Meng, J. and Shen, X. and Mao, J. and Zhang, L. and Zhang, X. and Moeckel, G. and Wu, D. and Wu, G. and Liang, C.",Rapamycin treatment dose-dependently improves the cystic kidney in a new ADPKD mouse model via the mTORC1 and cell-cycle-associated CDK1/cyclin axis,2017,4.5,12,,,7.8,12,,,median,fig4c,mice,Rapamycin,Rapamycin,Rapamycin,mixed,50 mg/kg/day,day 10 to 60,day 10,Vil-Cre;Pkd2f3/f3 mice,Different timings,protocol 3
262,"Li, A. and Fan, S. and Xu, Y. and Meng, J. and Shen, X. and Mao, J. and Zhang, L. and Zhang, X. and Moeckel, G. and Wu, D. and Wu, G. and Liang, C.",Rapamycin treatment dose-dependently improves the cystic kidney in a new ADPKD mouse model via the mTORC1 and cell-cycle-associated CDK1/cyclin axis,2017,4.5,12,,,7,12,,,median,fig4d,mice,Rapamycin,Rapamycin,Rapamycin,mixed,50 mg/kg/day,day 60 to 115,day 60,Vil-Cre;Pkd2f3/f3 mice,Different timings,protocol 4
263,"Li, Y. and Xu, W. and McBurney, M. W. and Longo, V. D.",SirT1 inhibition reduces IGF-I/IRS-2/Ras/ERK1/2 signaling and protects neurons,2008,62.04,14,,,73.93,12,,,median,Fig6,mice,Percent Reduction,Dietary restriction,Sirt -/-,mixed,60%,life,2-5 months,SirT1-/- Mice,SirtT1-defiicent,cant do others as only sirt-/- has over 50%
264,"Liang, Y. and Gao, Y. and Hua, R. and Lu, M. and Chen, H. and Wang, Z. and Li, L. and Hu, K. and Yin, Y. and Xu, K. and Gao, H. and Liu, Q. and Qiu, Y. and Wang, Z.",Calorie intake rather than food quantity consumed is the key factor for the anti-aging effect of calorie restriction,2021,94.2857,30,,,121.4286,30,,,median,figure 1,mice,Percent Reduction,Dietary restriction,NF + LF,male,80%,life,8 weeks,C57BL/6N,None,"only LF is reduction, NF is reduced caolries"
265,"Liao, C. Y. and Anderson, S. S. and Chicoine, N. H. and Mayfield, J. R. and Academia, E. C. and Wilson, J. A. and Pongkietisak, C. and Thompson, M. A. and Lagmay, E. P. and Miller, D. M. and Hsu, Y. M. and McCormick, M. A. and O'Leary, M. N. and Kennedy, B. K.",Rapamycin Reverses Metabolic Deficits in Lamin A/C-Deficient Mice,2016,54,32,,,98,37,,,median,fig1,mice,Rapamycin,Rapamycin,Rapamycin,mixed,8 mg/kg,life,4 weeks,Lmna-/- mice,Mscular distrophy,
266,"Liao, C. Y. and Anderson, S. S. and Chicoine, N. H. and Mayfield, J. R. and Academia, E. C. and Wilson, J. A. and Pongkietisak, C. and Thompson, M. A. and Lagmay, E. P. and Miller, D. M. and Hsu, Y. M. and McCormick, M. A. and O'Leary, M. N. and Kennedy, B. K.",Rapamycin Reverses Metabolic Deficits in Lamin A/C-Deficient Mice,2016,52,20,,,96,22,,,median,S1,mice,Rapamycin,Rapamycin,Rapamycin,male,8 mg/kg,life,4 weeks,Lmna-/- mice,Mscular distrophy,
267,"Liao, C. Y. and Anderson, S. S. and Chicoine, N. H. and Mayfield, J. R. and Academia, E. C. and Wilson, J. A. and Pongkietisak, C. and Thompson, M. A. and Lagmay, E. P. and Miller, D. M. and Hsu, Y. M. and McCormick, M. A. and O'Leary, M. N. and Kennedy, B. K.",Rapamycin Reverses Metabolic Deficits in Lamin A/C-Deficient Mice,2016,59,12,,,100,15,,,median,S1,mice,Rapamycin,Rapamycin,Rapamycin,female,8 mg/kg,life,4 weeks,Lmna-/- mice,Mscular distrophy,
268,"Liao, C. Y. and Anderson, S. S. and Chicoine, N. H. and Mayfield, J. R. and Academia, E. C. and Wilson, J. A. and Pongkietisak, C. and Thompson, M. A. and Lagmay, E. P. and Miller, D. M. and Hsu, Y. M. and McCormick, M. A. and O'Leary, M. N. and Kennedy, B. K.",Rapamycin Reverses Metabolic Deficits in Lamin A/C-Deficient Mice,2016,310,11,,,302,12,,,median,S5,mice,Rapamycin,Rapamycin,Rapamycin,mixed,8 mg/kg,life,4 weeks,Lmnah22p,Mscular distrophy,
269,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,552,5,436.0332556,195,624,5,292.9249051,131,mean,supp_table1,mice,Percent Reduction,Dietary restriction,3,male,60%,life,2-5 months,3,None,
270,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,1047,5,58.13776741,26,704,5,541.1284506,242,mean,supp_table1,mice,Percent Reduction,Dietary restriction,7,male,60%,life,2-5 months,7,None,
271,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,782,5,129.6919427,58,933,5,51.42956348,23,mean,supp_table1,mice,Percent Reduction,Dietary restriction,13,male,60%,life,2-5 months,13,None,
272,"Liao, C. Y. and Rikke, B. A. and Johnson, T. E. and Diaz, V. and Nelson, J. F.",Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,2010,865,5,174.4133022,78,1035,5,69.3181073,31,mean,supp_table1,mice,Percent Reduction,Dietary restriction,14,male,60%,life,2-5 months,14,None,
